roundness,perimeter_ratio_to_diameter,compactness,eccentricity,aspect_ratio,rectangularity,narrow_factor,perimeter_ratio_major_minor,hu_1,hu_2,hu_3,hu_4,hu_5,hu_6,hu7,mean_R,mean_G,mean_B,std_R,std_G,std_B,skewness_R,skewness_G,skewness_B,kurtosis_R,kurtosis_G,kurtosis_B,contrast,correlation,energy,homogeneity,class
0.32315,2.1312,6.2359,0.98235,5.3461,0.77491,1.114,2,0.44627,0.17314,0.000987,0.000805,0.000001,0.000335,0,63.277,58.775,4.9246,18.577,20.885,11.555,0.54503,0.35978,3.3428,4.9879,4.3324,17.423,0.21017,0.98653,0.24725,0.90807,7
0.32657,2.0973,6.2032,0.98392,5.5992,0.77557,1.1008,1.9588,0.46561,0.19082,0.000758,0.000467,0,0.000181,0,57.747,50.067,3.51,19.076,22.653,9.3883,0.38157,0.30163,3.6809,4.7511,3.9685,20.768,0.24994,0.98088,0.22613,0.8892,7
0.28401,2.1114,6.6517,0.98897,6.7522,0.76848,1.0628,1.9546,0.56119,0.28848,0.001053,0.000251,0,0.000036,0,71.183,75.742,2.3419,24.616,22.169,11.196,0.99725,0.85142,5.4683,4.6255,4.1534,34.638,0.33887,0.96255,0.1721,0.85228,7
0.35437,2.128,5.9549,0.98331,5.4971,0.76408,1.0433,1.8784,0.46453,0.18903,0.001916,0.000683,0.000001,0.000187,0,57.766,57.55,2.1337,22.53,23.332,8.2352,0.62655,0.43019,5.1384,4.2173,3.6954,34.589,0.31128,0.96948,0.20066,0.86066,7
0.31072,2.1268,6.3595,0.98368,5.5583,0.76456,1.109,1.999,0.46908,0.19331,0.001861,0.000774,0.000001,0.000243,0,65.596,57.278,1.4875,17.55,21.684,6.4793,0.69865,0.32338,6.4268,5.1766,4.2143,61.331,0.26659,0.9797,0.23097,0.8849,7
0.28261,2.1327,6.6682,0.98584,5.9626,0.77171,1.1248,2.0544,0.49649,0.22026,0.001672,0.001375,0.000002,0.000637,0,65.978,61.091,5.254,18.7,20.971,11.521,0.64362,0.2699,3.0273,4.9404,4.1052,14.682,0.24273,0.98148,0.2168,0.8917,7
0.2806,2.1353,6.692,0.98626,6.053,0.73147,1.0895,1.9965,0.53131,0.25309,0.004809,0.000707,-0.000001,-0.000118,0.000001,57.693,56.333,0.83601,21.539,23.259,5.2627,0.47024,0.21149,8.8728,4.4675,3.7123,101.81,0.28776,0.98108,0.21305,0.87979,7
0.2706,2.121,6.8146,0.98633,6.0678,0.70578,1.0958,1.9953,0.55192,0.27325,0.008392,0.001818,0.000009,0.0002,-0.000008,61.115,58.929,0.26196,17.405,19.196,2.903,0.9587,0.58446,15.212,5.7119,4.4567,278.29,0.19054,0.98869,0.30499,0.92075,7
0.32887,2.1515,6.1815,0.98199,5.2922,0.746,1.0787,1.952,0.45921,0.1828,0.00293,0.000556,0,0.000009,0,64.72,64.052,2.0614,18.764,19.295,7.7852,0.69009,0.29925,5.2681,5.4501,4.6846,38.676,0.23578,0.98232,0.23518,0.89735,7
0.31724,2.1167,6.2938,0.98354,5.535,0.77613,1.1134,1.9961,0.46027,0.18591,0.000792,0.000661,0.000001,0.000285,0,63.679,58.698,0.84437,17.542,20.181,5.362,0.76573,0.43391,8.8737,5.6935,4.7108,104.64,0.23293,0.98392,0.25287,0.89941,7
0.30118,2.1528,6.4594,0.98432,5.67,0.76557,1.1025,2.0177,0.47729,0.20114,0.001295,0.000425,0,0.000104,0,66.502,64.721,1.7208,16.75,18.85,6.5726,0.85673,0.53003,5.3235,5.5879,4.7374,37.529,0.23616,0.97988,0.23601,0.89391,7
0.2904,2.102,6.5782,0.98762,6.3737,0.76554,1.0846,1.9706,0.53317,0.25761,0.002599,0.001622,0.000005,0.000751,0,65.866,65.437,0.32621,17.012,18.44,3.3187,0.47813,0.38232,16.298,4.9182,4.4389,371.73,0.27588,0.97565,0.22582,0.88011,7
0.31642,2.1274,6.3019,0.98246,5.3634,0.75063,1.1082,1.9871,0.4621,0.1858,0.002588,0.000645,0.000001,0.000089,-0.000001,60.794,58.679,0.36515,18.179,19.82,3.5521,1.0505,0.77811,13.566,6.1904,5.115,261.77,0.24585,0.98024,0.2657,0.89207,7
0.29498,2.1293,6.5269,0.98541,5.8753,0.75413,1.0982,1.9983,0.50104,0.22356,0.002479,0.000554,0,0.000062,0.000001,57.309,59.88,0.74763,22.828,22.766,5.3777,0.54161,0.34647,9.8938,4.3689,3.9826,129.57,0.29334,0.97801,0.21175,0.87458,7
0.30007,2.2294,6.4713,0.97926,4.9352,0.66065,1.062,1.9688,0.48605,0.20045,0.011152,0.001785,-0.000005,-0.000246,0.000007,57.257,61.189,0.5114,21.097,20.591,4.1357,0.56058,0.34674,11.335,4.608,4.1957,180.65,0.22823,0.98574,0.25194,0.9035,7
0.31937,2.1102,6.2728,0.98448,5.6981,0.77493,1.0962,1.9679,0.47372,0.19839,0.00116,0.000821,0.000001,0.000349,0,58.198,56.726,0.62005,19.982,21.306,4.9234,0.67359,0.5266,10.231,5.2932,4.6164,125.46,0.24331,0.98343,0.24334,0.89397,7
0.31421,2.0983,6.3241,0.98465,5.7302,0.76847,1.1037,1.9718,0.48024,0.20417,0.00079,0.000329,0,0.000103,0,70.725,65.172,1.3268,16.515,19.626,5.6109,0.30771,0.14518,6.0364,4.3373,4.0574,49.77,0.24939,0.9779,0.20931,0.88911,7
0.77812,3.2127,4.0187,0.35581,1.07,0.7791,1.0674,1.7726,0.16081,0.000118,0.000064,0,0,0,0,46.769,25.497,0.98586,15.074,21.209,6.2232,1.5434,1.2117,9.2127,7.5656,4.8771,114.73,0.16849,0.98998,0.24465,0.92045,8
0.74493,3.3595,4.1072,0.32013,1.0555,0.78162,1.052,1.8149,0.16016,0.000075,0.000002,0,0,0,0,53.227,40.417,3.2177,15.271,19.988,10.98,1.867,1.0624,4.8228,9.2116,5.5983,32.246,0.18202,0.98742,0.2301,0.91447,8
0.77734,3.3984,4.0207,0.14054,1.01,0.78078,1.0402,1.7764,0.1601,0.000003,0.000044,0,0,0,0,59.474,44.349,4.4403,12.501,16.954,11.83,2.1053,1.2425,3.903,11.073,6.7212,22.471,0.13993,0.98926,0.33598,0.93421,8
0.63585,3.5212,4.4456,0.5375,1.1859,0.77846,1.0229,1.9541,0.16291,0.000757,0.000044,0,0,0,0,59.001,45.746,9.1472,14.024,18.324,14.402,2.1239,1.1834,2.5404,10.835,6.2368,11.718,0.14015,0.98927,0.30782,0.93412,8
0.74892,3.3568,4.0963,0.32898,1.0589,0.77112,1.0413,1.7978,0.16237,0.000086,0.000076,0,0,0,0,53.167,44.769,3.8785,14.628,17.761,11.386,1.6442,1.0509,4.3663,8.9458,6.2587,28.436,0.14935,0.98961,0.28605,0.93114,8
0.74035,3.2254,4.1199,0.53149,1.1805,0.78247,1.0399,1.8159,0.16196,0.00071,0.00001,0,0,0,0,57.81,48.545,8.3073,14.278,17.457,15.121,2.0571,1.419,2.6953,10.225,7.0165,12.203,0.13913,0.98859,0.34971,0.93496,8
0.70942,3.3908,4.2087,0.37826,1.0803,0.77258,1.0497,1.8483,0.16228,0.000156,0.000049,0,0,0,0,55.469,39.743,4.8243,13.848,18.638,12.736,2.2011,1.4274,3.886,11.356,7.1283,22.184,0.17823,0.98724,0.25024,0.91652,8
0.65296,3.5671,4.3869,0.39647,1.0893,0.7812,1.0415,1.9369,0.1606,0.000188,0.000004,0,0,0,0,51.541,45.774,6.5562,15.322,17.283,14.234,1.8159,1.4582,3.2447,9.4133,7.2074,16.506,0.16044,0.98706,0.30659,0.92501,8
0.70781,3.4191,4.2135,0.37922,1.0807,0.77835,1.0458,1.8573,0.16108,0.000156,0.000075,0,0,0,0,56.103,50.121,13.864,14.292,16.389,16.614,2.043,1.5975,2.086,10.923,8.1755,9.3826,0.12386,0.99028,0.36561,0.94306,8
0.67356,3.3611,4.3193,0.52225,1.1726,0.7805,1.0485,1.902,0.16219,0.000656,0.000015,0,0,0,0,51.589,42.119,5.0912,14.086,17.634,12.52,2.1533,1.4286,3.873,11.457,7.3405,22.419,0.14619,0.99011,0.27999,0.93114,8
0.72861,3.4423,4.153,0.31472,1.0535,0.78138,1.039,1.8349,0.16019,0.00007,0.000018,0,0,0,0,59.757,57.692,13.964,14.57,15.495,16.459,1.3663,1.0963,1.8617,8.221,6.7908,7.8686,0.12384,0.99005,0.34443,0.94228,8
0.72756,3.4118,4.156,0.32343,1.0568,0.77917,1.0459,1.8335,0.16067,0.000079,0.000057,0,0,0,0,58.482,50.188,7.7959,14.868,17.412,15.552,1.7313,1.2025,2.9389,8.9183,6.5825,14.105,0.13841,0.98976,0.33177,0.93639,8
0.72816,3.4018,4.1542,0.35261,1.0686,0.78139,1.0442,1.8351,0.16032,0.000113,0.000021,0,0,0,0,65.244,51.248,12.123,13.537,17.064,16.635,1.9865,1.4084,2.0254,10.405,7.311,8.4349,0.12457,0.9904,0.35884,0.94227,8
0.70785,3.4503,4.2134,0.35471,1.0695,0.78182,1.0441,1.8617,0.16024,0.000116,0.000012,0,0,0,0,47.514,42.378,3.9967,15.432,17.575,12.024,1.5983,1.2753,4.4418,8.6811,6.7168,28.249,0.17692,0.98645,0.25525,0.91747,8
0.69164,3.4566,4.2625,0.41543,1.0994,0.7814,1.0396,1.8818,0.16069,0.00023,0.000024,0,0,0,0,54.257,47.816,3.2446,14.463,17.22,11.003,1.7286,1.2248,4.999,9.1344,6.7324,35.322,0.12665,0.99049,0.33976,0.94094,8
0.80745,3.2508,3.945,0.26048,1.0358,0.77937,1.0527,1.7411,0.16048,0.000032,0.000048,0,0,0,0,49.32,43.792,5.7808,15.627,18.201,14.039,1.7666,1.2489,3.5649,8.7216,6.26,19.548,0.18625,0.98581,0.2475,0.91394,8
0.80745,3.2508,3.945,0.26048,1.0358,0.77937,1.0527,1.7411,0.16048,0.000032,0.000048,0,0,0,0,49.32,43.792,5.7808,15.627,18.201,14.039,1.7666,1.2489,3.5649,8.7216,6.26,19.548,0.18625,0.98581,0.2475,0.91394,8
0.61171,3.6409,4.5324,0.38432,1.0832,0.77448,1.0526,1.9928,0.16191,0.000167,0.000025,0,0,0,0,53.899,45.036,3.9956,15.676,18.43,11.68,1.6989,1.2548,4.4283,9.0033,6.6633,28.555,0.15844,0.98833,0.27913,0.92568,8
0.69335,3.4522,4.2572,0.38774,1.0849,0.78023,1.0458,1.8787,0.16074,0.000171,0.000026,0,0,0,0,50.96,44.537,5.9021,15.572,18.185,13.846,1.7513,1.2688,3.4505,9.123,6.5806,18.794,0.15508,0.98893,0.27204,0.92782,8
0.64306,3.56,4.4206,0.40135,1.0918,0.77786,1.0481,1.9475,0.16132,0.0002,0.000056,0,0,0,0,53.122,46.311,5.2225,14.937,17.746,13.117,1.6464,1.1664,3.7818,8.877,6.5591,21.43,0.13628,0.99051,0.3008,0.93741,8
0.65281,3.5219,4.3874,0.4578,1.1248,0.77865,1.0365,1.9324,0.16165,0.000358,0.000046,0,0,0,0,50.212,39.225,4.1323,16.533,20.301,12.596,1.9202,1.3471,4.3552,9.536,6.3002,26.866,0.18707,0.98794,0.21459,0.91241,8
0.74384,3.3648,4.1102,0.38647,1.0842,0.77868,1.0352,1.812,0.16105,0.000169,0.000073,0,0,0,0,49.749,48.055,4.1723,16.511,17.796,12.439,1.5125,1.1798,4.3674,7.9001,6.3175,27.931,0.15691,0.98903,0.28737,0.92794,8
0.72239,3.333,4.1708,0.39366,1.0878,0.77867,1.0587,1.8386,0.1611,0.000183,0.00004,0,0,0,0,56.667,47.036,4.6225,14.098,16.804,12.443,2.2517,1.5795,4.1081,11.88,8.2212,24.811,0.12893,0.99104,0.34392,0.94036,8
0.68456,3.4644,4.2845,0.41198,1.0975,0.78075,1.0431,1.8908,0.1608,0.000222,0.000004,0,0,0,0,52.984,45.699,5.7109,16.143,19.188,14.235,1.8082,1.239,3.5891,9.2658,6.4688,19.213,0.16857,0.98788,0.26583,0.92208,8
0.74388,3.3146,4.1101,0.39356,1.0878,0.78027,1.0502,1.8137,0.16077,0.000182,0.000027,0,0,0,0,53.333,45.161,5.7301,15.159,18.202,14.019,1.7051,1.148,3.5273,8.515,6.0253,19.284,0.19936,0.98308,0.26706,0.90831,8
0.81648,3.2657,3.9231,0.37297,1.0778,0.7829,1.0239,1.7344,0.16011,0.000143,0.000001,0,0,0,0,54.668,48.731,3.408,14.62,18.206,11.713,1.8268,1.0763,5.2496,9.0199,5.6324,38.781,0.17776,0.98626,0.28878,0.91825,8
0.71992,3.4705,4.178,0.083513,1.0035,0.76854,1.0535,1.8313,0.16265,0,0.000016,0,0,0,0,51.997,41.513,1.8048,14.342,17.544,7.6004,1.8945,1.2687,6.1157,10.715,7.329,50.981,0.15109,0.98953,0.28012,0.92846,8
0.72263,3.3891,4.1701,0.3844,1.0832,0.7816,1.0452,1.8419,0.16044,0.000164,0.000014,0,0,0,0,55.322,43.636,4.5344,13.011,17.365,11.041,2.3339,1.3458,3.3988,11.996,6.8894,16.923,0.15066,0.98898,0.30151,0.92827,8
0.84481,3.1368,3.8568,0.29612,1.047,0.77741,1.0595,1.6998,0.16096,0.000054,0.000107,0,0,0,0,54.231,50.439,3.4759,14.168,16.674,9.5531,1.3161,0.90091,3.9489,6.7625,5.1313,24.782,0.13216,0.98982,0.32827,0.9369,8
0.73219,3.3614,4.1428,0.41228,1.0976,0.77912,1.0383,1.8264,0.16113,0.000224,0.000028,0,0,0,0,58.01,47.897,3.4978,13.937,16.79,10.324,1.7039,1.0605,4.625,9.8043,6.6544,31.77,0.1184,0.99174,0.33942,0.9443,8
0.76394,3.4028,4.0558,0.23911,1.0299,0.78096,1.0379,1.7919,0.16013,0.000022,0.000048,0,0,0,0,55.017,46.789,5.8231,12.989,16.004,11.703,1.8228,1.2493,2.8226,10.268,7.1522,12.329,0.1152,0.99107,0.3682,0.94543,8
0.76394,3.4028,4.0558,0.23911,1.0299,0.78096,1.0379,1.7919,0.16013,0.000022,0.000048,0,0,0,0,55.017,46.789,5.8231,12.989,16.004,11.703,1.8228,1.2493,2.8226,10.268,7.1522,12.329,0.1152,0.99107,0.3682,0.94543,8
0.72807,3.4246,4.1545,0.34045,1.0635,0.77848,1.0379,1.8319,0.16087,0.000098,0.000049,0,0,0,0,54.175,45.273,3.7812,13.304,16.368,10.045,2.557,1.7811,4.1099,14.075,9.3192,24.321,0.12342,0.99123,0.34944,0.9417,8
0.63447,3.6496,4.4504,0.29491,1.0465,0.77601,1.0501,1.9597,0.16125,0.000054,0.000031,0,0,0,0,56.761,48.114,4.8436,15.056,17.911,12.763,1.9787,1.2953,3.978,10.272,6.7955,23.99,0.13755,0.9903,0.32124,0.93646,8
0.73316,3.4076,4.14,0.2925,1.0457,0.7766,1.047,1.8238,0.16112,0.000052,0.000026,0,0,0,0,48.944,42.644,2.7979,14.885,17.763,9.1665,2.0648,1.3215,5.0813,10.96,6.8183,38.537,0.16155,0.98849,0.25762,0.92389,8
0.81634,3.0868,3.9235,0.51297,1.1649,0.78011,1.0401,1.7276,0.1621,0.000603,0.000034,0,0,0,0,49.723,45.245,2.5948,14.39,16.652,8.366,1.7106,1.1655,5.6772,9.0903,6.4396,52.841,0.17556,0.98625,0.28793,0.91835,8
0.47929,4.1134,5.1204,0.18128,1.0168,0.75903,1.0755,2.2304,0.16471,0.000008,0.000029,0.000004,0,0,0,52.288,42.42,4.218,15.839,18.498,10.778,1.4533,1.1653,3.6501,8.1653,6.2686,20.171,0.16167,0.98915,0.239,0.92435,8
0.73858,3.395,4.1248,0.30699,1.0507,0.78085,1.0474,1.8219,0.16028,0.000063,0.000022,0,0,0,0,53.59,43.977,6.0488,12.768,15.86,10.882,2.6878,1.7804,3.1109,15.096,9.3942,15.961,0.124,0.99148,0.34078,0.94119,8
0.6734,3.5469,4.3198,0.3088,1.0514,0.77971,1.0488,1.9066,0.16052,0.000065,0.000053,0,0,0,0,52.721,45.897,4.7158,14.495,16.769,11.73,1.9176,1.4921,3.5699,10.189,7.5147,18.916,0.13242,0.99063,0.31754,0.93715,8
0.70025,3.4161,4.2362,0.39031,1.0861,0.77793,1.0495,1.8666,0.16123,0.000177,0.000012,0,0,0,0,52.525,48.822,6.7327,14.734,16.611,12.877,2.0127,1.5852,2.9081,10.657,8.1794,14.645,0.13413,0.99027,0.33096,0.93713,8
0.84308,3.0925,3.8607,0.40924,1.096,0.77803,1.0519,1.7009,0.16134,0.000217,0.000095,0,0,0,0,44.93,38.127,1.6738,14.584,17.949,6.6479,1.6696,1.1454,7.0098,8.7227,5.8127,80.353,0.17855,0.98788,0.21791,0.91526,8
0.79722,3.2615,3.9702,0.24925,1.0326,0.77864,1.0571,1.7514,0.16062,0.000027,0.000063,0,0,0,0,45.718,38.59,2.4974,16.646,19.209,9.3302,0.66042,0.59287,5.2413,5.4774,4.3482,36.738,0.17532,0.9884,0.22419,0.91632,8
0.81394,3.2002,3.9292,0.37869,1.0805,0.77333,1.0388,1.7264,0.16212,0.000157,0.000138,0,0,0,0,52.187,52.352,5.0087,16.002,16.778,12.746,1.1509,0.97999,3.9615,7.3392,6.0654,22.467,0.13691,0.98973,0.34455,0.93538,8
0.81515,3.1885,3.9263,0.45494,1.1229,0.7777,1.0248,1.7284,0.16181,0.000349,0.000099,0,0,0,0,57.192,54.993,13.635,14.926,16.341,14.982,1.4646,1.0718,1.888,8.5733,6.7828,7.818,0.1166,0.99108,0.35646,0.94429,8
0.79483,3.1064,3.9762,0.41758,1.1005,0.7767,1.0753,1.7501,0.16168,0.000238,0.000129,0,0,0,0,65.204,68.849,2.3336,15.645,15.251,9.3409,0.86598,0.47672,5.2903,6.7227,5.5734,35.864,0.17138,0.98622,0.25794,0.91691,8
0.7512,3.2994,4.09,0.22408,1.0261,0.77066,1.0743,1.7951,0.16225,0.000017,0.000223,0,0,0,0,63.6,66.715,8.675,20.573,19.464,18.887,0.60338,0.52579,3.0894,4.4974,4.3666,14.273,0.17605,0.98567,0.23818,0.91821,8
0.66538,3.5586,4.3458,0.28919,1.0446,0.77557,1.0522,1.9132,0.16132,0.00005,0.000056,0,0,0,0,58.427,46.035,9.0865,14.436,18.121,14.688,1.4228,0.84456,2.596,9.0321,6.2872,12.775,0.12882,0.9914,0.30825,0.94018,8
0.87359,3.1992,3.7927,0.33002,1.0594,0.78136,1.0181,1.6756,0.16024,0.000085,0.000022,0,0,0,0,58.014,54.145,9.4542,18.289,19.871,17.291,1.0543,0.7338,2.7034,6.3843,5.1241,12.219,0.17527,0.9863,0.28133,0.91817,8
0.59707,3.8012,4.5877,0.16521,1.0139,0.78086,1.0591,2.0269,0.16009,0.000005,0.000047,0,0,0,0,51.702,45.135,2.5563,16.441,19.045,9.1393,1.4014,1.038,5.3248,8.1357,5.9253,39.633,0.1714,0.98787,0.2715,0.91964,8
0.58724,3.483,4.6259,0.48894,1.1464,0.77276,1.0905,2.0285,0.16327,0.000491,0.000133,0.000001,0,0,0,61.697,59.319,5.9999,14.915,15.747,13.457,1.8204,1.4825,3.3357,10.435,8.4481,16.318,0.11797,0.99156,0.35097,0.94624,8
0.75207,3.3988,4.0877,0.21331,1.0236,0.77902,1.0492,1.8038,0.1605,0.000014,0.000079,0,0,0,0,57.529,48.999,8.0863,12.109,15.431,12.742,1.4672,0.99829,2.2113,8.1743,5.8417,8.6271,0.11097,0.9918,0.3633,0.94667,8
0.75098,3.2295,4.0906,0.43882,1.1129,0.77365,1.0561,1.7964,0.1625,0.0003,0.000201,0.000001,0,0,0,60.305,56.195,6.1388,14.34,15.997,13.213,1.028,0.67629,3.0431,7.405,5.4909,14.228,0.13696,0.98947,0.34035,0.93572,8
0.7723,3.0297,4.0338,0.39279,1.0874,0.76884,1.1195,1.7669,0.16315,0.000186,0.000255,0.000003,0,0,0,54.816,38.056,0.13962,12.853,17.376,2.1194,1.3324,0.80535,22.502,7.6343,4.8124,649.72,0.1827,0.9883,0.24962,0.91292,8
0.83301,3.2651,3.884,0.3455,1.0656,0.78176,1.0189,1.7162,0.16022,0.000103,0.000031,0,0,0,0,68.703,61.936,15.487,14.836,16.326,18.475,1.723,1.4065,1.6147,8.3645,7.0267,6.0221,0.14741,0.98723,0.30171,0.92931,8
0.72223,3.319,4.1713,0.44938,1.1194,0.78038,1.0493,1.8395,0.1612,0.000328,0.000018,0,0,0,0,59.49,53.301,5.7795,15.899,17.89,13.588,1.5787,1.1842,3.2611,8.5043,6.7976,15.713,0.14851,0.98869,0.33741,0.93279,8
0.74812,3.2819,4.0985,0.49344,1.1497,0.77891,1.0279,1.8042,0.16205,0.000505,0.000036,0,0,0,0,62.924,53.803,10.445,14.64,17.652,16.067,1.9136,1.1995,2.3114,10.108,7.3905,9.7091,0.12222,0.99113,0.34467,0.9428,8
0.79768,3.2781,3.9691,0.37326,1.0779,0.77996,1.03,1.7514,0.16072,0.000145,0.000067,0,0,0,0,58.435,52.773,3.8267,15.434,18.163,11.378,1.4154,0.84889,4.4605,7.4831,5.1716,28.319,0.13573,0.98941,0.33389,0.93492,8
0.77348,3.3401,4.0307,0.39239,1.0872,0.77718,1.0203,1.7751,0.1614,0.000181,0.000107,0,0,0,0,56.189,51.538,5.7517,14.91,17.278,13.195,1.5404,1.1545,3.2062,8.0949,6.069,15.42,0.1378,0.98982,0.33982,0.93548,8
0.82194,3.2043,3.9101,0.32928,1.0591,0.77746,1.0455,1.7231,0.16104,0.000085,0.0001,0,0,0,0,53.799,50.655,3.1238,16.311,18.486,10.581,1.303,0.86272,4.8302,7.0176,5.1898,32.113,0.15856,0.98847,0.29923,0.92506,8
0.79385,3.2264,3.9786,0.28228,1.0424,0.77346,1.0622,1.7492,0.16175,0.000045,0.000168,0,0,0,0,58.416,52.288,3.5944,15.009,17.677,10.85,1.5465,1.0628,4.0443,7.5315,5.4383,22.434,0.13898,0.98992,0.33102,0.93448,8
0.79148,3.2412,3.9846,0.27392,1.0398,0.77447,1.061,1.753,0.16152,0.00004,0.000155,0,0,0,0,64,66.448,2.416,16.915,17.005,9.5865,0.76077,0.51634,5.5351,5.095,4.3329,41.151,0.15945,0.98621,0.26651,0.92315,8
0.69133,3.5114,4.2635,0.23988,1.0301,0.7796,1.0563,1.882,0.16041,0.000023,0.000013,0,0,0,0,60.584,44.401,7.6997,12.074,16.935,13.24,2.3228,1.4104,2.5491,12.887,7.652,11.222,0.11539,0.99218,0.33592,0.9451,8
0.72036,3.4106,4.1767,0.36788,1.0754,0.77713,1.041,1.8397,0.16127,0.000137,0.000108,0,0,0,0,56.445,55.141,2.0038,16.069,17.771,8.7262,1.3088,0.90062,6.3368,6.4689,4.7812,53.721,0.15463,0.9889,0.30267,0.9272,8
0.70531,3.1914,4.221,0.45462,1.1227,0.75549,1.085,1.8314,0.16656,0.000368,0.000542,0.000002,0,0,0,76.438,76.753,6.3099,14.962,15.86,14.933,0.71987,0.43676,3.4121,6.159,5.2442,17.383,0.16508,0.98652,0.23162,0.92057,8
0.87796,3.117,3.7833,0.47863,1.1389,0.78142,1.0054,1.6686,0.16132,0.000435,0.000012,0,0,0,0,63.652,57.472,9.0726,16.145,18.358,16.532,1.6477,1.119,2.8793,8.4577,6.5832,13.426,0.16544,0.98503,0.33291,0.92341,8
0.64473,3.5689,4.4148,0.43554,1.1109,0.76903,1.0292,1.9331,0.16344,0.000293,0.00007,0,0,0,0,52.193,40.667,6.3466,14.952,18.914,13.156,2.2333,1.5347,2.8421,11.95,7.6983,12.537,0.14412,0.9902,0.25104,0.93116,8
0.55864,3.9057,4.7428,0.18676,1.0179,0.77596,1.0602,2.0889,0.16112,0.000008,0.000097,0,0,0,0,65.04,58.602,12.031,15.675,17.743,17.365,1.4057,0.90038,2.0384,7.9864,6.1404,8.0427,0.15241,0.98825,0.29909,0.93023,8
0.70922,3.3774,4.2093,0.33534,1.0615,0.77816,1.0671,1.8558,0.16092,0.000092,0.000093,0,0,0,0,58.704,51.46,5.6338,14.431,17.005,12.423,1.5806,1.1676,3.2701,9.2365,6.8415,16.264,0.14103,0.98908,0.34808,0.936,8
0.76391,3.2694,4.0559,0.43074,1.1081,0.77659,1.0386,1.7848,0.16181,0.000274,0.000047,0,0,0,0,59.379,55.83,9.8314,16.109,17.858,16.207,1.3506,1.0424,2.5605,7.736,6.0112,11.467,0.14988,0.98857,0.31567,0.93,8
0.71574,3.3587,4.1901,0.46049,1.1265,0.77666,1.0358,1.8431,0.16209,0.00037,0.000074,0,0,0,0,68.637,59.764,16.397,17.623,20.842,20.635,1.3047,0.76513,1.9856,6.9479,5.5331,8.5133,0.18528,0.98552,0.24093,0.91564,8
0.71574,3.3587,4.1901,0.46049,1.1265,0.77666,1.0358,1.8431,0.16209,0.00037,0.000074,0,0,0,0,68.637,59.764,16.397,17.623,20.842,20.635,1.3047,0.76513,1.9856,6.9479,5.5331,8.5133,0.18528,0.98552,0.24093,0.91564,8
0.77977,3.2322,4.0144,0.44783,1.1184,0.77333,1.0328,1.7624,0.16265,0.000329,0.000162,0,0,0,0,60.3,55.478,2.539,14.92,16.25,9.6528,1.1878,0.84405,5.2066,6.6207,5.6525,36.878,0.11982,0.99177,0.34124,0.94365,8
0.7764,3.3412,4.0231,0.38987,1.0859,0.77565,1.0176,1.7701,0.1617,0.000177,0.000046,0,0,0,0,56.277,53.841,3.506,19.114,19.593,13.329,1.692,1.3118,5.1291,8.0909,6.6436,34.245,0.17062,0.98504,0.33941,0.92454,8
0.71429,3.4708,4.1944,0.2694,1.0384,0.77739,1.0456,1.8488,0.16091,0.000037,0.000071,0,0,0,0,52.374,42.663,3.4035,14.483,18.18,9.6291,1.7496,1.1871,4.2256,9.5678,6.4091,25.6,0.14363,0.99033,0.26954,0.93137,8
0.82373,3.1546,3.9058,0.31571,1.0539,0.77545,1.062,1.7191,0.16142,0.000072,0.000149,0,0,0,0,58.087,53.013,5.1524,13.485,16.203,10.926,1.5703,0.97656,3.2041,8.7567,6.1012,16.822,0.11789,0.9909,0.35625,0.94433,8
0.4336,3.6659,5.3835,0.57812,1.2256,0.77224,1.1657,2.3532,0.16523,0.001099,0.00007,0,0,0,0,82.254,77.81,23.931,19.21,21.328,27.294,-0.01961,-0.18701,0.84801,3.1346,3.1915,2.7243,0.17231,0.98631,0.21381,0.91908,9
0.40622,3.2393,5.5619,0.84316,1.8599,0.77693,1.1097,2.3378,0.19287,0.011314,0.000074,0.000009,0,0.000001,0,85.433,76.184,35.924,15.144,16.563,21.815,0.16837,-0.040264,0.14738,4.4497,5.0428,3.0561,0.13365,0.98844,0.27376,0.93853,9
0.45016,3.0802,5.2835,0.85028,1.8999,0.77927,1.0985,2.2169,0.19459,0.012136,0.000075,0.000013,0,0.000001,0,76.927,71.183,25.29,15.712,16.684,22.233,0.20484,-0.005914,0.59475,4.0822,4.3956,2.7951,0.16102,0.98714,0.22934,0.92487,9
0.42151,3.1851,5.4601,0.83758,1.8304,0.77512,1.1156,2.2978,0.19164,0.010721,0.000117,0.000019,0,0.000002,0,76.885,70.249,23.779,16.764,18.187,21.849,0.44648,-0.040042,0.76842,4.5931,4.8281,3.2923,0.16417,0.98701,0.22497,0.92472,9
0.45099,3.1071,5.2786,0.84986,1.8975,0.77791,1.0878,2.2134,0.19479,0.012124,0.000089,0.000015,0,0.000002,0,79.202,68.623,26.143,15.753,17.716,22.875,0.20974,0.014767,0.56255,3.7553,3.9043,2.6582,0.15471,0.98758,0.22887,0.92781,9
0.42571,3.0284,5.4331,0.86195,1.9724,0.7771,1.1261,2.2629,0.19941,0.013892,0.000083,0.000017,0,0.000002,0,76.12,66.646,28.892,17.348,18.928,23.719,0.29276,0.13506,0.49856,3.5648,3.77,2.7153,0.16351,0.98788,0.2259,0.92423,9
